% Close Approach Under 0.200km:
%
% Time Elapsed: 4.055 sec
%
% PrimaryID	SecondaryID	MinDistance(km)	Year	Mon	Day	Hour	Min	Sec
%

1	2	0.100	1.000	0.861	1.140
1	3	0.100	2.000	1.850	2.151
1	4	0.100	3.000	2.853	3.146
1	5	0.100	4.000	3.875	4.127
1	6	0.100	5.000	4.852	5.147
1	7	0.100	6.000	5.840	6.161
1	8	0.100	7.000	6.854	7.144
1	9	0.100	8.000	7.867	8.132
1	10	0.100	9.000	8.840	9.159
1	11	0.100	10.000	9.850	10.150
1	12	0.100	11.000	10.866	11.132
1	13	0.100	12.000	11.836	12.163
1	14	0.100	13.000	12.839	13.159
1	15	0.100	14.000	13.839	14.161
1	16	0.100	15.000	14.867	15.132
1	17	0.100	16.000	15.845	16.156
1	18	0.100	17.000	16.838	17.161
1	19	0.100	18.000	17.838	18.164
1	20	0.100	19.000	18.837	19.162
1	21	0.100	20.000	19.862	20.137
1	22	0.100	21.000	20.834	21.164
1	23	0.100	22.000	21.848	22.152
1	24	0.100	23.000	22.859	23.142
1	25	0.100	24.000	23.857	24.143
1	26	0.100	25.000	24.836	25.162
1	27	0.100	26.000	25.840	26.161
1	28	0.100	27.000	26.856	27.142
1	29	0.100	28.000	27.873	28.126
1	30	0.100	29.000	28.864	29.135
1	31	0.100	30.000	29.856	30.145
1	32	0.100	31.000	30.854	31.147
1	33	0.100	32.000	31.858	32.140
1	34	0.100	33.000	32.834	33.166
1	35	0.100	34.000	33.871	34.129
1	36	0.100	35.000	34.854	35.145
1	37	0.100	36.000	35.849	36.149
1	38	0.100	37.000	36.836	37.165
1	39	0.100	38.000	37.855	38.144
1	40	0.100	39.000	38.843	39.159
1	41	0.100	40.000	39.836	40.164
1	42	0.100	41.000	40.832	41.167
1	43	0.100	42.000	41.843	42.158
1	44	0.100	43.000	42.859	43.140
1	45	0.100	44.000	43.841	44.160
1	46	0.100	45.000	44.859	45.142
1	47	0.100	46.000	45.850	46.151
1	48	0.100	47.000	46.848	47.151
1	49	0.100	48.000	47.865	48.135
1	50	0.100	49.000	48.837	49.163
1	51	0.100	50.000	49.841	50.160
1	52	0.100	51.000	50.847	51.152
1	53	0.100	52.000	51.837	52.162
1	54	0.100	53.000	52.850	53.148
1	55	0.100	54.000	53.868	54.130
1	56	0.100	55.000	54.852	55.146
1	57	0.100	56.000	55.868	56.133
1	58	0.100	57.000	56.850	57.150
1	59	0.100	58.000	57.850	58.148
1	60	0.100	59.000	58.862	59.139
1	61	0.100	60.000	59.840	60.160
1	62	0.100	61.000	60.841	61.159
1	63	0.100	62.000	61.840	62.161
1	64	0.100	63.000	62.853	63.147
1	65	0.100	64.000	63.865	64.136
1	66	0.100	65.000	64.842	65.159
1	67	0.100	66.000	65.844	66.157
1	68	0.100	67.000	66.857	67.142
1	69	0.100	68.000	67.841	68.161
1	70	0.100	69.000	68.864	69.135
1	71	0.100	70.000	69.866	70.132
1	72	0.100	71.000	70.869	71.131
1	73	0.100	72.000	71.862	72.139
1	74	0.100	73.000	72.838	73.162
1	75	0.100	74.000	73.835	74.166
1	76	0.100	75.000	74.860	75.140
1	77	0.100	76.000	75.840	76.159
1	78	0.100	77.000	76.835	77.163
1	79	0.100	78.000	77.846	78.154
1	80	0.100	79.000	78.866	79.135
1	81	0.100	80.000	79.861	80.138
1	82	0.100	81.000	80.845	81.156
1	83	0.100	82.000	81.858	82.140
1	84	0.100	83.000	82.850	83.151
1	85	0.100	84.000	83.872	84.129
1	86	0.100	85.000	84.869	85.131
1	87	0.100	86.000	85.834	86.164
1	88	0.100	87.000	86.852	87.149
1	89	0.100	88.000	87.849	88.152
1	90	0.100	89.000	88.841	89.159
1	91	0.100	90.000	89.874	90.124
1	92	0.100	91.000	90.865	91.134
1	93	0.100	92.000	91.871	92.128
1	94	0.100	93.000	92.839	93.161
1	95	0.100	94.000	93.841	94.158
1	96	0.100	95.000	94.838	95.162
1	97	0.100	96.000	95.858	96.143
1	98	0.100	97.000	96.842	97.156
1	99	0.100	98.000	97.852	98.148
1	100	0.100	99.000	98.860	99.142
1	101	0.100	100.000	99.844	100.000
