% Close Approach Under 0.200km:
%
% Time Elapsed: 64.472 sec
%
% PrimaryID	SecondaryID	MinDistance(km)	Year	Mon	Day	Hour	Min	Sec
%

1	2	0.100	1.000	0.718	1.277
1	3	0.100	2.000	1.731	2.265
1	4	0.100	3.000	2.781	3.216
1	5	0.100	4.000	3.730	4.268
1	6	0.100	5.000	4.754	5.246
1	7	0.100	6.000	5.769	6.232
1	8	0.100	7.000	6.760	7.242
1	9	0.100	8.000	7.726	8.278
1	10	0.100	9.000	8.720	9.286
1	11	0.100	10.000	9.725	10.275
1	12	0.100	11.000	10.762	11.234
1	13	0.100	12.000	11.742	12.257
1	14	0.100	13.000	12.782	13.218
1	15	0.100	14.000	13.751	14.248
1	16	0.100	15.000	14.801	15.200
1	17	0.100	16.000	15.799	16.202
1	18	0.100	17.000	16.744	17.260
1	19	0.100	18.000	17.724	18.280
1	20	0.100	19.000	18.714	19.290
1	21	0.100	20.000	19.715	20.285
1	22	0.100	21.000	20.709	21.287
1	23	0.100	22.000	21.787	22.212
1	24	0.100	23.000	22.793	23.205
1	25	0.100	24.000	23.763	24.237
1	26	0.100	25.000	24.736	25.265
1	27	0.100	26.000	25.764	26.238
1	28	0.100	27.000	26.747	27.254
1	29	0.100	28.000	27.748	28.255
1	30	0.100	29.000	28.782	29.221
1	31	0.100	30.000	29.723	30.277
1	32	0.100	31.000	30.708	31.286
1	33	0.100	32.000	31.719	32.279
1	34	0.100	33.000	32.782	33.216
1	35	0.100	34.000	33.740	34.257
1	36	0.100	35.000	34.733	35.267
1	37	0.100	36.000	35.733	36.268
1	38	0.100	37.000	36.749	37.251
1	39	0.100	38.000	37.768	38.234
1	40	0.100	39.000	38.715	39.289
1	41	0.100	40.000	39.718	40.282
1	42	0.100	41.000	40.713	41.284
1	43	0.100	42.000	41.767	42.231
1	44	0.100	43.000	42.726	43.273
1	45	0.100	44.000	43.732	44.265
1	46	0.100	45.000	44.740	45.260
1	47	0.100	46.000	45.793	46.207
1	48	0.100	47.000	46.771	47.231
1	49	0.100	48.000	47.739	48.264
1	50	0.100	49.000	48.758	49.246
1	51	0.100	50.000	49.780	50.220
1	52	0.100	51.000	50.723	51.273
1	53	0.100	52.000	51.763	52.235
1	54	0.100	53.000	52.764	53.235
1	55	0.100	54.000	53.733	54.264
